usr,q4_sent,q4_received,q4_access,q4_comments_on_sent,q4_comments_on_received,q4_likes_on_sent,q4_likes_on_received,working_days
AWSUS#aQyoUhGNCC7DHqUVACUQoA==,0,0,5,0,0,0,0,993
AWSUS#lDlUtm/4LJYOtdImM7UIzw==,9,1,98,5,3,37,4,50
AWSUS#fiGHpewvfVUU5Qds/rf5Gw==,0,0,0,0,0,0,0,3578
AWSUS#x0Bwh3uNn8ZUZo505ogbwg==,0,0,0,0,0,0,0,2505
AWSUS#9AlYkSt8vWrjlRj+bhnA4g==,0,0,0,0,0,0,0,1118
AWSUS#KshxcO1QK6w92IMsCWIw0w==,0,0,9,0,0,0,0,2790
AWSUS#o9Zl0SXdxvjnZx/IbpEbrA==,0,2,106,0,0,0,4,4074
AWSUS#r6F2L1rxw0a78tHGOS/aaA==,0,0,0,0,0,0,0,2549
AWSUS#ApSTzbXwRHhSismfdrzILQ==,0,1,31,0,0,0,3,650
AWSUS#mwZf7usKvrdrR03DKBnUrQ==,0,0,21,0,0,0,0,411
AWSUS#wHjEPabLJgLhZzLnNxPWeA==,0,0,0,0,0,0,0,186
AWSUS#qlY/KrNi7tnXBk5nS4TQSg==,0,0,5,0,0,0,0,597
AWSUS#XW7sOVHOnWsrTzuUXBgoqg==,0,0,0,0,0,0,0,327
AWSUS#3jxT+OXBXFn56tltwgKMVA==,3,1,244,3,1,3,2,1006
AWSUS#RWhZY6s4X6CINjgnbbmlcw==,0,0,0,0,0,0,0,2573
AWSUS#mLw55Tpnrk1oDYyhnDYk0w==,0,0,72,0,0,0,0,951
AWSUS#eQHdxRhauyV7M9kNv7NvrQ==,0,0,4,0,0,0,0,3579
AWSUS#gVrolfpTXiL+ARKXMa//oQ==,0,0,29,0,0,0,0,286
AWSUS#CW6RN4nuRiYc3IEXEKG0Rw==,0,0,0,0,0,0,0,548
AWSUS#nA7LzyS+rVwAu1Ebr4ywDg==,0,0,5,0,0,0,0,834
AWSUS#3ptZXTsMarzqrX9zy7+JgA==,0,0,32,0,0,0,0,75
AWSUS#CxAOk1SvqcLSzw/qagRS2w==,0,0,23,0,0,0,0,153
AWSUS#HlI21lrgMsR0QjWM+PTMaA==,18,0,67,0,0,69,0,427
AWSUS#LPLUWA1F0wqDsfGvY199Wg==,0,0,3,0,0,0,0,350
AWSUS#SnOwViI5ToA/jTU55ere2g==,0,0,0,0,0,0,0,22
AWSUS#jJBuU1bjzQQd2a4dvKjLyg==,0,0,30,0,0,0,0,2818
AWSUS#RlM23uoW0p1alW/6swQFBA==,0,0,0,0,0,0,0,2823
AWSUS#wAq45b9pxad+CrhquA18fw==,0,0,0,0,0,0,0,725
AWSUS#5rK9pR/3KAZSmoOjvj64fQ==,0,0,19,0,0,0,0,4074
AWSUS#HJxI+KbDW+wDh0nXVAg7WQ==,0,0,5,0,0,0,0,4074
AWSUS#uZlK4AYJamM1eUDljP+XAA==,0,0,89,0,0,0,0,92
AWSUS#XsvSK/Ax/DDwAW2ft/IpEg==,0,3,8775,0,4,0,27,4074
AWSUS#7ougk3rOH9n4RpqACU6GyQ==,0,0,62,0,0,0,0,209
AWSUS#jwxTm6GcazSPwzpVDL7cng==,0,0,0,0,0,0,0,4074
AWSUS#FbfkW9LDB3++280D66Q0vg==,0,0,0,0,0,0,0,2456
AWSUS#BNVZ3FZTw0WnKsP/RP876A==,0,0,6,0,0,0,0,2854
AWSUS#bDIXGQRA21quKc1366t8oA==,0,0,0,0,0,0,0,7
AWSUS#9bRN7bGq9kq64Xb5EBvEpw==,0,0,453,0,0,0,0,104
AWSUS#Wo40Oc+Z8AMr8m6VCwTL+w==,0,0,0,0,0,0,0,159
AWSUS#XhDP5Ieb+jDgJUMT6Ku97A==,0,0,94,0,0,0,0,488
AWSUS#SV2oDry2Jlw0gBb17oKooA==,12,1,131,0,0,42,0,495
AWSUS#eKjW75qgswvUv8PDm7B6rg==,0,1,10,0,0,0,3,4074
AWSUS#ZwTW/i5gRb4awg9myTcxvw==,11,1,129,8,0,19,3,350
AWSUS#rvWNVwZYNRBbKkg3/siXCw==,0,1,0,0,0,0,1,159
AWSUS#G66HhK5pD16LCa5tS69LkQ==,0,0,111,0,0,0,0,250
AWSUS#j4NdmPERxM64Ll0WVXkppg==,0,0,0,0,0,0,0,2684
AWSUS#+Mip7EAf+J4bp2TiucqsGg==,4,0,83,0,0,12,0,434
AWSUS#Jk71cjJ+SqeS70ptf30QTw==,0,0,15,0,0,0,0,742
AWSUS#LKs37CRq0fV/groL9NPS7Q==,3,2,1345,3,2,3,6,4074
AWSUS#UP04GmIUiLT5yQIrMzmh2g==,0,0,15,0,0,0,0,4074
AWSUS#4sfyCP93++Fts7v4KleFtA==,0,0,37,0,0,110,0,630
AWSUS#nMzaWQ9iNuyb7vEX3lBNXA==,0,2,30,0,2,0,4,1226
AWSUS#2nH+0/NGBBFUTCfShMAWmg==,0,0,28,0,0,0,0,4074
AWSUS#zxUDOBg/z6F0HdhQpgAOsw==,0,1,47,0,1,0,4,768
AWSUS#+ykLQvjTtmkGU9lhwB74eA==,0,0,8,0,0,0,0,2591
AWSUS#fFhXOON9Ap1d0Wsz2LIliA==,0,0,0,0,0,0,0,159
AWSUS#HJndKYwfh7SS7S2Q46vWow==,0,0,2,0,0,0,0,3688
AWSUS#5qqjBg/wl+2S3/JVoiZ+PA==,0,0,0,0,0,0,0,3114
AWSUS#mpcIgjdMhVyEwn/RnO8YOw==,0,0,1,0,0,0,0,4074
AWSUS#AbvrePveWlWXLtu20uiydw==,0,0,18,0,0,0,0,511
AWSUS#MOdYQWzaw+u+BzQts/ehJg==,0,0,14,0,0,0,0,378
AWSUS#ncZ9n78gcht1l9alC728GQ==,0,0,0,0,0,0,0,2849
AWSUS#EusphnMXxPfLSutekx33oA==,3,4,261,0,0,6,17,4074
AWSUS#eQSecIDItWXqOzp/On3stw==,0,0,1,0,0,0,0,820
AWSUS#TbEHmVh5a8TSBGQ70DLYug==,0,0,0,0,0,0,0,3235
AWSUS#YU5lTtwJ73B+AtN7Sa+1Yw==,0,0,0,0,0,0,0,4074
AWSUS#xad3fZT+cAxElZU2XXqFLg==,0,0,2,0,0,0,0,180
AWSUS#jm7G9GEEFPYQPH7u0pbEHQ==,0,0,0,0,0,0,0,262
AWSUS#HZivWAZmChE5sQEzK3XGTQ==,0,1,833,0,1,0,2,4074
AWSUS#/fAsJtOqtcPPXsQquDL7KQ==,8,10,165,0,2,24,36,4074
AWSUS#0Hf+Q87JDgFCXOt4vkjXIQ==,0,0,38,0,0,0,0,434
AWSUS#QAgdbCfREmL/A0qwUFgGUQ==,8,1,2167,3,2,18,2,946
AWSUS#KXx9jqMjB6El+DVB5KThQg==,0,1,38,0,2,0,2,4074
AWSUS#Zq+mZGE5KlymJpf95zp7Ng==,0,0,17,0,0,0,0,531
AWSUS#Nb6Uv+ef/LSwW4Gcj0ez+g==,0,2,230,0,2,0,5,4074
AWSUS#wZEiV1jw1MN3kGr90zO5EA==,0,0,0,0,0,0,0,2597
AWSUS#225HVq7VFum+nB8ZKp48mw==,0,0,26,0,0,0,0,105
AWSUS#PL8PfOPP1xx0uqkw/upwXg==,0,0,9,0,0,0,0,273
AWSUS#s1h9IrUWeYxTyVznxKzXFw==,0,0,12,0,0,0,0,13
AWSUS#NWszz0Kqx1tHqJbDBBJoWA==,0,0,6,0,0,0,0,478
AWSUS#/d27OMZf0rWOcb+QSBfQXg==,0,0,0,0,0,0,0,3323
AWSUS#IiI5TXQ8IiCHzaKJ/QGIMA==,0,0,0,0,0,0,0,2667
AWSUS#qhd94IwDB3VT2wbe1GnEMg==,0,0,5,0,0,0,0,1142
AWSUS#NOvTSrOKo9e7ka4WLr8OVg==,0,0,0,0,0,0,0,1259
AWSUS#NBFPBZ7vo+aO2JhJdsjzUQ==,0,0,13,0,0,0,0,4074
AWSUS#ssUdc5QiuqQ0ZO+RJWt9Bw==,0,0,4,0,0,0,0,2643
AWSUS#WM8uhFQF0QGRNnV2dGDJjQ==,0,1,34,0,0,0,2,4074
AWSUS#7YGgB8AHKRSB9nmyDt2Q1Q==,0,0,0,0,0,0,0,741
AWSUS#QOoCPQs1tvliOtrD20efOg==,0,0,2,0,0,0,0,145
AWSUS#8ieiNOTBdS0cMFrECtSe1Q==,0,1,2,0,0,0,0,925
AWSUS#03VLZAIPcrt74Vr0oqp7WA==,0,0,0,0,0,0,0,2514
AWSUS#2KWin9nVqHK4yYojBGZJvw==,0,0,0,0,0,0,0,159
AWSUS#lUU+3tTiBrq0imDXNsejPg==,0,0,136,0,0,0,0,263
AWSUS#wqy9MO+nW+aboBCz2BiwqA==,0,0,1,0,0,0,0,4074
AWSUS#lHYDGz4TtUTLJj5Tehv+VA==,0,0,2,0,0,0,0,3612
AWSUS#zSGgeWMklPboD1F0cO+bNQ==,0,3,240,0,1,0,17,3969
AWSUS#OdhMPJYMrKyt3ZAm4NX+RQ==,0,1,13,0,0,0,2,1042
AWSUS#gq5m8Jg5DoQ3iHKuej8HPw==,9,0,11053,27,0,72,0,4074
AWSUS#DdjjU1owM94vZfZ7jVkJNQ==,0,0,0,0,0,0,0,4074
AWSUS#KyhSIPLP5410nqd48qzXow==,0,1,7,0,0,0,3,3572
AWSUS#4eFx1gV/XMrU5uqpAE7+BQ==,0,0,74,0,0,0,0,1112
AWSUS#b26GfaqvdZlI6Z9h7Q+DwA==,0,3,11,0,5,0,30,4074
AWSUS#VXR4WCSZnDLgMFiYF8621Q==,8,1,145,0,0,25,5,120
AWSUS#XL3mDDNe963jMexGlI7CPg==,3,1,314,0,0,12,3,1106
AWSUS#X7lKAMYkRs5ieKIfeIF0zg==,0,1,97,0,0,0,6,974
AWSUS#eUtqB3YOTFMZcig90CFf/A==,0,0,60,0,0,0,0,406
AWSUS#jNxSs9ynjCcOkz2bNxXEzQ==,0,0,0,0,0,0,0,2
AWSUS#4eG/3H/iAJONrqQbUa06mQ==,0,0,20,0,0,0,0,15
AWSUS#R7tJY3ZYXPOZJX7TIqImaQ==,0,0,0,0,0,0,0,4074
AWSUS#T/E5M/QhP2OkDfj//VXBiA==,0,0,135,0,0,0,0,97
AWSUS#YEvwNn2bZR4/1hMMbc1zqA==,0,0,30,0,0,0,0,321
AWSUS#t/48SNpeHl/rClvNiEK+qw==,0,1,346,0,0,0,3,368
AWSUS#RfYeY3seYMvGBTu9GEDQwA==,0,0,31,0,0,0,0,536
AWSUS#lWUgpfWwW8qEMemv3FVnKA==,0,0,0,0,0,0,0,4074
AWSUS#KkZUzqdhKGr0OWAZddJAOw==,0,0,8,0,0,0,0,3083
AWSUS#lGmiZwmwDUv9kVZ6JAyTDg==,0,3,6,0,4,0,10,4074
AWSUS#VedYMmaIUkDlKYKZUiDW1w==,0,0,0,0,0,0,0,446
AWSUS#fh2CvXDoWybI1SbBP5hrvg==,0,0,21,0,0,0,0,1184
AWSUS#SJosMDPNiGwWeeaEuEgFCA==,0,0,100,0,0,0,0,85
AWSUS#WqhQgDo/zczQULV60P6Fhg==,0,0,97,0,0,0,0,57
AWSUS#xA+D0vKrRRPBzsCxIe2wOg==,0,0,6,0,0,0,0,3207
AWSUS#C+SDl7bgvDnC9V6mPA3Xzw==,0,0,1,0,0,0,0,629
AWSUS#YxnRp/jij3WWUCOQSP+hjA==,0,0,0,0,0,0,0,454
AWSUS#lQSo9+rz0SHSEB2Tp9SZTg==,0,0,16,0,0,0,0,371
AWSUS#4i78bthQu627Eqa4csHerw==,0,0,0,0,0,0,0,4
AWSUS#r7AZcPZUg54miXTNP6ejcg==,0,0,0,0,0,0,0,4074
AWSUS#Eqb2+RkPfkN1w7Ge7YQwUg==,0,0,1,0,0,0,0,4074
AWSUS#kr99EuWCVRjO/8hF6qEDPw==,0,0,34,0,0,0,0,263
AWSUS#IHDT1Iqzy2KiP1lODbHBWA==,0,1,490,0,1,0,0,238
AWSUS#pqxnKCgaJ57jvqSWf970Pw==,0,0,2,0,0,0,1,3496
AWSUS#3h5lusle3bukff/tfb+HhA==,3,0,2,0,0,0,0,454
AWSUS#chNs97V4UWL6zyNtXDKkiw==,0,0,16,0,0,0,0,574
AWSUS#I9Kj6Yr7XPZnZU0UtzBPsg==,0,0,0,0,0,0,0,4074
AWSUS#rH2Mn6XuC+OCC1MwREqbuw==,0,0,0,0,0,0,0,4074
AWSUS#PcqNNVoy4KjyXQ5ZvBO1Vg==,0,0,57,0,0,6,0,273
AWSUS#1rrduR3LFQ+ZRoC9b8a6bQ==,0,0,0,0,0,0,0,2506
AWSUS#ZyLl9hzP3izjZ6iqw4fclA==,0,0,0,0,0,0,0,2542
AWSUS#EpoJrpKTEvQQeLCsw/Fn5Q==,0,0,2,0,0,0,0,2748
AWSUS#IpxN5lp+ELQwJ3hyXF8+rQ==,0,2,39,0,0,0,5,1135
AWSUS#LtW1knYPoGSfNcoYI4MZ0Q==,19,0,363,23,0,95,0,165
AWSUS#4rReo4TkhMwab/p/3FEopA==,0,0,793,0,0,0,0,4074
AWSUS#iTUIswKLlARiiFkJJfLUpg==,0,0,2,0,0,0,0,441
AWSUS#OcVSfggJnxk4cZW4I9AXzQ==,0,0,3,0,0,0,0,301
AWSUS#wNEVGNnglBid9PwINWF1lQ==,0,0,0,0,0,0,0,3509
AWSUS#+NUWWjGoM752M3LMxi2K/Q==,0,2,142,0,2,0,9,148
AWSUS#8k1hT+ypiH+SJNJcXVmrxQ==,0,4,5,0,6,0,24,4074
AWSUS#exjfh1cx/lyfD/wUb8o+jA==,9,1,77,9,2,27,1,448
AWSUS#a1OmVZCKHcnfzsuRb1wtgw==,0,0,4,0,0,0,0,525
AWSUS#eCVorw6JMEmN3bm+MDnUnw==,0,0,9,0,0,0,0,539
AWSUS#teB13jpkEpuJKUpPN++++w==,0,0,93,0,0,0,0,4074
AWSUS#I1NJMdTyVNnNn7Tn+XvfaQ==,0,0,0,0,0,0,0,8
AWSUS#VTQhxz0tFoMaRpjl2DTk3Q==,0,0,205,0,0,0,0,1287
AWSUS#8JdVRFaV00YnQ4aU81eQ7Q==,0,0,0,0,0,0,0,229
AWSUS#skRIVOoMpJGCwEtkdxeJLQ==,0,0,146,0,0,0,0,295
AWSUS#1H637zqDP6k286by5laSog==,0,0,0,0,0,0,0,335
AWSUS#PTrDl1US0OoDCtjAu7HyRw==,0,0,25,0,0,0,0,2756
AWSUS#FnRcfwg/jEDq+9iaGU1/pw==,0,0,54,0,0,0,0,238
AWSUS#1ovbg3zeEVdJCNvqU6yV7g==,0,0,16,0,0,0,0,3199
AWSUS#eQtrnNptEh9NiY9UDjO8Hg==,0,0,0,0,0,0,0,4074
AWSUS#bNIne21sYXVEW4l1b/ZVBA==,0,0,2,0,0,0,0,3175
AWSUS#TnPAaC6Zzw0Fg6/MJyMahg==,7,0,186,0,0,11,0,343
AWSUS#MjvSnEt7+xE2rfINKOhy9g==,0,0,4,0,0,0,0,785
AWSUS#09f22V5+dz1/O/IaJA8Xsg==,0,0,18,0,0,0,0,9
AWSUS#kG+dx4mTHsqm+8Dprk/hpg==,0,0,38,0,0,0,0,120
AWSUS#TKrKhXVF7zsaf7qlWtvhNA==,0,0,193,0,0,0,1,546
AWSUS#2h/O5EhThAnIlkmp8bY9kQ==,0,0,0,0,0,0,0,2438
AWSUS#X+nLOIkDdh6hOycDt+VXGw==,4,0,136,12,0,12,0,21
AWSUS#t/kU1010HRyUYAhM4VN8eQ==,0,0,5,0,0,0,0,517
AWSUS#lZxJAqRrS/two0Mkd1YpSA==,3,3,226,0,2,6,6,829
AWSUS#4UwMqDXc3svs0PkXHaVBOA==,9,0,154,0,0,18,0,223
AWSUS#1Z8Kh4HT6Y5DtXAL75M7pg==,0,0,11,0,0,0,0,666
AWSUS#1eTz8Z/e9gMe/AfhwhErcw==,0,0,0,0,0,0,0,59
AWSUS#0dg/GijxfOA5qA56WHOOpQ==,0,0,45,0,0,0,0,406
AWSUS#zTzf4i1+HF+KBWs1IV/J3Q==,0,0,74,0,0,0,0,223
AWSUS#TB7kQOtcvo2CtUGew55+cA==,0,0,30,0,0,0,0,8
AWSUS#vcnT1bfdRT6lOkoRruzqaA==,0,0,0,0,0,0,0,3355
AWSUS#xZMmjH2oOrrlQcjKY5r55w==,0,0,0,0,0,0,0,2849
AWSUS#50VNRkJgJ99UVGdGYZwgfw==,0,0,29,0,0,0,0,119
AWSUS#1WKd1mSDEabWuug70kTbug==,0,0,8,0,0,0,0,309
AWSUS#S9jDIElAeN0v90nsO6ZweA==,3,0,11,0,0,6,0,295
AWSUS#PiFrW4YLRFA7SsxnTS40dQ==,0,0,9,0,0,0,0,145
AWSUS#zrwWX4JNZsyowYk1tVPwNg==,0,0,0,0,0,0,0,3318
AWSUS#e0uctzsCptiskcZvNxDdUQ==,0,0,0,0,0,0,0,2682
AWSUS#l3SZBiIERhv3ipEFY0sYOQ==,0,0,15,0,0,0,0,77
AWSUS#rv+zWeS8zm71q9/wnUimNg==,0,0,0,0,0,0,0,541
AWSUS#DxVdoeH0NeeRgwekXz/b8w==,0,0,20,0,0,0,0,2656
AWSUS#qat6Hn7+C3YtalIwC23mng==,0,0,0,0,0,0,0,3836
AWSUS#Ryq4p811DEDaTMdVeDDnrA==,0,0,112,0,0,0,0,1219
AWSUS#LKn6O8IZwJ8BSDW/StkTzg==,0,0,1,0,0,0,0,4074
AWSUS#CexuPmfgUiW9fXTPbxnl+Q==,0,0,131,0,0,0,0,71
AWSUS#0O5cXreii4dc1uGGNrUbNA==,0,0,13,0,0,0,0,4074
AWSUS#LO9xPvl1/Pu+9nDpmsnKyA==,0,0,0,0,0,0,0,163
AWSUS#URZjQdVG7VrdVg4Pz2uHnA==,0,0,0,0,0,0,0,159
AWSUS#8J4G1xbGm6ZM+3V4jZCDSw==,0,0,43,0,0,0,0,225
AWSUS#0bmvaI386n/YC4nCpnE1QQ==,0,0,2,0,0,0,0,2773
AWSUS#/kwhqAhI4MXBeCF/SlzVdg==,0,0,5,0,0,0,0,3161
AWSUS#VWuSmA141oLaFLExsRR4Ow==,0,0,8,0,0,0,0,469
AWSUS#Oxo0yXm7VR+lR9AKsk5B4A==,0,0,86,0,0,0,0,48
AWSUS#cShCRvf+VH1MQnbPnVyKDA==,0,0,194,0,0,0,0,4074
AWSUS#RTRFf/KXUnYa3lHxjDxqOg==,0,0,7,0,0,0,0,159
AWSUS#3bzd0vaOmGXfyUP/GNjPxQ==,0,0,0,0,0,0,0,74
AWSUS#k9CTnj8UjJT/4MhgXJ50nQ==,15,0,28,30,0,150,0,751
AWSUS#y3kdgwNsb0zvi+AJL92HgQ==,0,0,54,0,0,0,0,324
AWSUS#PXbYkU0+iiRuuoEsFVjorA==,0,0,0,0,0,0,0,846
AWSUS#1gHpKluKIrn1xHJOUl0SAQ==,0,0,111,0,0,0,0,153
AWSUS#Can4kwNwqx2YAqvK9HnjNg==,0,0,18,0,0,0,0,3824
AWSUS#+UVCNMPAhm+onwtBOJMMPg==,0,0,7,0,0,0,0,2698
AWSUS#HSiy3xD4RoOywhHtSjVv8w==,0,0,0,0,0,0,0,4074
AWSUS#StFxvKnRwqoCv2UH0m4vhA==,0,1,76,0,1,0,1,4028
AWSUS#sB5S/vIPN3NakA00vyPWVA==,0,0,92,0,0,0,0,225
AWSUS#WNMrPwaUIlLrALVVKmjiYQ==,0,0,0,0,0,0,0,159
AWSUS#2jLCvMw1CeUn4Tb7FxvXYQ==,0,0,245,0,0,0,0,140
AWSUS#ApOL7TdDFiEdzOgzy9/MPA==,0,0,22,0,0,0,0,119
AWSUS#sVcKAe8cadl0gGcf7c8Cyw==,0,0,56,0,0,0,0,159
AWSUS#sVavsbjQlf3UVoAZqmDK7w==,0,0,5,0,0,0,0,616
AWSUS#VmHaWJjt0OXlDxblJxgZ7Q==,0,1,13,0,0,0,2,1289
AWSUS#jagy5fs/1C8BdRydPm+wzA==,4,0,2,0,0,0,0,153
AWSUS#8XRLXhMa/7ar4Duz/RtA3g==,0,0,15,0,0,0,0,3350
AWSUS#NH51ufhHWNB2BD4Oyjgd8w==,0,0,3030,0,0,0,0,4032
AWSUS#FO23LWQK63FqoznFaBPAdQ==,0,0,2,0,0,0,0,3427
AWSUS#7DBOycRAU/Pb9UY2OXBG6Q==,0,0,49,0,0,0,0,133
AWSUS#36WM3eELa84Vvcxqby90dQ==,0,0,18,0,0,0,0,41
AWSUS#DdJ8wO/gGsYldIrexer1ow==,0,0,0,0,0,0,0,12
AWSUS#woibIpYu0AnyZ3RSfxCUFg==,0,0,35,0,0,0,0,624
AWSUS#qDbiQLZ1oAo5Ej8RJaHm8w==,0,2,19,0,1,0,7,666
AWSUS#2ottAg/Ug6au7OiolITpcQ==,0,0,2,0,0,0,0,4074
AWSUS#9qvt0qixS+TpSyCJAWL/iA==,0,0,7,0,0,0,0,442
AWSUS#OCclfNMaA1qpcggtF1DjTA==,23,5,1016,5,9,63,48,4074
AWSUS#I78ZJYhdDJ8bppPPi7S8iQ==,0,0,0,0,0,0,0,3619
AWSUS#rBFVNC55eXnbfbGrhJr8kA==,0,0,9,0,0,0,0,340
AWSUS#oUSDlshy1rOMlWJsj8zQ2A==,0,0,15,0,0,0,0,139
AWSUS#nJ/Rf/j8UcloStoX0xjRSw==,0,1,17,0,1,0,3,3739
AWSUS#sVberwCB+usDNKpnTgYvpA==,0,0,34,0,0,0,0,750
AWSUS#VrNi3I6ABHkUjXyocHea9w==,0,0,0,0,0,0,0,586
AWSUS#SCrr3qF4CyEkIn5NYJqVIg==,0,0,8,0,0,0,0,3063
AWSUS#33XGjaewCLziu4BmHcAL1g==,0,0,0,0,0,0,0,3384
AWSUS#FvtzpN/vpIEEp9+FGV8SQg==,10,3,61,22,4,29,10,1254
AWSUS#GX3HtotDTn4lmz+I6d+2DQ==,0,0,3,0,0,0,0,259
AWSUS#rTGI7GCSSrvAwJHhrHUwbA==,0,1,6,0,0,0,4,245
AWSUS#M2J4XeUvEW3aY4jx7vohHQ==,0,0,0,0,0,0,0,3165
AWSUS#QpxMLmAi0IgKhv7E2Z2y0Q==,0,0,0,0,0,0,0,626
AWSUS#bkBuCnhjRe4RmJfdgru1RA==,0,0,24,0,0,0,0,188
AWSUS#xqhb7Gl8wYMOvO/3gLdo4A==,0,0,28,0,0,0,0,104
AWSUS#B78JiNxYX/42JfVVu5qlhA==,0,0,0,0,0,0,0,197
AWSUS#+Y65vHQwIaxKrNrou9gNug==,42,0,991,0,0,226,0,371
AWSUS#DbfkAnQlHHsadr+MDBnZ0A==,0,0,0,0,0,0,0,2480
AWSUS#WdqiNWbuKl2WyJvI7vPG7g==,0,0,3,0,0,0,0,2803
AWSUS#28hp5oIB6AvJyp8K2ptg7Q==,9,0,15,0,0,6,0,440
AWSUS#k9caOJZLg2fMNjpC7QKneQ==,0,0,0,0,0,0,0,62
AWSUS#5Xag6/20ryAtxV2S9GjYcw==,0,0,50,0,0,0,0,4074
AWSUS#6HWIPYwch7tA5/Xu9fdgNg==,0,0,5,0,0,0,0,941
AWSUS#aOwfNge47owG+q+PCzIoaQ==,0,0,28,0,0,0,0,4074
AWSUS#akN1xcL1V0x0xoHjsYepZQ==,3,0,315,6,0,6,0,959
AWSUS#EiYasAFLBieNA5pb5Czisg==,0,0,27,0,0,0,0,862
AWSUS#zy4bQ3BemRdUsUIeNnF03w==,0,0,2,0,0,0,0,358
AWSUS#ISokm8Kmf04sRub6Mqt77w==,0,0,0,0,0,0,0,385
AWSUS#sh4Zw6Cyl1HhZJibgySljg==,0,0,10,0,0,0,0,104
AWSUS#2VmTtqFBmShwt7bjJghSWQ==,0,0,13,0,0,8,0,1226
AWSUS#H19UTuCCgPLplwZP9WwKjw==,0,0,5,0,0,0,0,4074
AWSUS#EjzDMNqHGtGP40I7QoD2MQ==,0,0,0,0,0,0,0,499
AWSUS#6Ix8YOf+v3cUMlcIK3vZng==,0,0,2,0,0,0,0,797
AWSUS#yQEb9dnwrnOsHutypB86Nw==,0,0,11,0,0,0,0,121
AWSUS#JKAViT0JG/BgCWpgRRCL9A==,0,0,6,0,0,0,0,441
AWSUS#sldEx7ASKj0aGwzytDNHUg==,0,5,2392,0,4,0,17,4074
AWSUS#HeJvJJgzBprLjG9roLm/2A==,3,4,147,0,1,3,11,1210
AWSUS#HiFAsGzNOj1nM6FD4ZV98A==,0,0,6,0,0,0,0,3700
AWSUS#mbMpZt+Ra0QV72EbV/rUJw==,4,1,19,8,1,4,0,3698
AWSUS#TIH6JRF1rWVSOeCZHbZ0QQ==,0,2,138,0,1,0,9,4074
AWSUS#gLEfLj/rS6cj7PhWGT6c5w==,0,0,0,0,0,0,0,3670
AWSUS#jPg+8Cika/r+YoSCTG59hQ==,14,0,543,0,0,98,0,250
AWSUS#87cR6pN0BZzWkmJ0gSa2Aw==,0,1,140,0,0,0,2,4074
AWSUS#cnoIQuJKzWsXy4heerV12Q==,0,0,33,0,0,0,0,427
AWSUS#W3gtArS7OYFacYcyxbvPOQ==,0,0,2,0,0,0,0,650
AWSUS#0bz4ZZAhpfuvqnyJJqFIYQ==,0,0,0,0,0,0,0,4074
AWSUS#f2RduZdq3pKt2iGPdC1OEQ==,0,0,0,0,0,0,0,133
AWSUS#4nSuJsjifcyNd9bU7y64aQ==,0,0,8,0,0,0,0,1287
AWSUS#MaEz7Cfki1M153WkHslnkg==,0,0,0,0,0,0,0,2971
AWSUS#B8IbjvDbWdX4CyHptD71IQ==,0,0,0,0,0,0,0,105
AWSUS#o5+qFt4CNZOlOMckpTwA3w==,0,0,0,0,0,0,0,6
AWSUS#WbKKYhCzKedIXLUZ7bhGrw==,0,0,1,0,0,0,0,28
AWSUS#Rcfte/8B9WWw34JcoxWovw==,0,0,0,0,0,0,0,719
AWSUS#bNkqNXZJlf47+4F8UlgOcg==,0,0,0,0,0,0,0,4
AWSUS#fy5nfPVyCDawose0FQmlSQ==,0,0,0,0,0,0,0,295
AWSUS#pkm66n1Wrl0VrMA0IMXPcQ==,0,0,0,0,0,0,0,2858
AWSUS#Ug7VYhEgJq7YbOuS1mszcA==,0,0,0,0,0,0,0,2544
AWSUS#pNGPnbXLN2M/bZxvgDzUsQ==,0,0,3,0,0,0,0,185
AWSUS#wFkMG7doVx4qjf3MhE3IWQ==,0,0,0,0,0,0,0,731
AWSUS#6W/7d2kAQJcvJT0OUMXBuQ==,0,0,7,0,0,0,0,441
AWSUS#WHXXnFsZ7rIaMyOgIViMQw==,0,0,764,0,0,0,0,162
AWSUS#txgvTmGCNKABuOQz4ToGjQ==,0,0,17,0,0,0,0,238
AWSUS#GL3oT+lDNfRj7ypjKlUO9Q==,0,0,22,0,0,0,0,257
AWSUS#bir1I0oCb0Etskag8FG7/Q==,0,0,122,0,0,0,0,250
AWSUS#TvFpLZowNGcQYxBn77Butw==,0,0,0,0,0,0,0,4074
AWSUS#oo0SglW5eJdwVgnF9w0+4Q==,0,0,6,0,0,0,0,4074
AWSUS#InZcTIAIdW4ekJBs3Y35pw==,0,0,0,0,0,0,0,3172
AWSUS#uIWCLwR2vebxfJLuhkcuBg==,0,0,4,0,0,0,0,64
AWSUS#uCp70sLpLHx8x4tTjt31fw==,0,0,0,0,0,0,0,3059
AWSUS#vYPMk9NHLcS8T129ZkauEA==,0,0,0,0,0,0,0,405
AWSUS#w0CWO/r/qmxX9+5W/UVA8A==,0,0,25,0,0,0,0,1028
AWSUS#mYxBHxsVXGNwZXCgZMBlTg==,0,0,250,0,0,0,0,1190
AWSUS#saoMeRtijtX0OI3jevOmyQ==,0,0,0,0,0,0,0,8
AWSUS#0I/mIopsqKO6yMliyvKHnQ==,29,2,460,0,0,59,2,1078
AWSUS#WT+pdHoRnUEBEEkYcBRwNA==,0,1,32,0,0,0,0,4074
AWSUS#FFTTZVcHmw1XLMdQQeuRzw==,0,0,5,0,0,0,0,65
